model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Maine,6,0,3,10,16
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Maryland,92,44,75,109,141
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Massachusetts,92,23,68,116,160
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Michigan,97,4,64,129,189
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Minnesota,36,0,21,52,80
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Mississippi,43,6,30,56,80
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Missouri,63,0,40,85,127
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Montana,16,0,7,24,41
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,National,5206,3788,4718,5694,6623
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Nebraska,25,0,14,36,56
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Nevada,44,2,29,58,85
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,New Hampshire,9,0,3,14,24
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,New Jersey,230,151,203,258,309
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,New Mexico,17,0,5,30,54
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,New York,603,435,545,661,771
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,North Carolina,116,49,93,140,183
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,North Dakota,8,0,2,13,23
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Ohio,167,64,131,202,269
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Oklahoma,82,5,55,109,159
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Oregon,19,0,12,26,38
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Pennsylvania,215,115,180,250,316
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Puerto Rico,6,0,0,24,60
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Rhode Island,10,0,5,15,24
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,South Carolina,83,35,66,99,130
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,South Dakota,12,0,5,18,30
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Tennessee,73,0,42,103,159
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Texas,460,204,371,548,716
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Utah,28,5,20,36,51
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Vermont,4,0,2,6,9
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Virgin Islands,0,0,0,1,2
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Virginia,158,112,142,175,205
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Washington,48,21,38,57,74
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,West Virginia,28,3,19,37,53
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Wisconsin,59,0,31,86,138
Gecko,2021-03-01,2 day ahead inc hosp,2021-03-03,Wyoming,2,0,0,7,15
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Alabama,95,15,53,139,273
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Alaska,4,0,2,6,10
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Arizona,109,34,80,141,211
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Arkansas,44,15,31,56,82
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,California,380,139,293,497,726
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Colorado,65,21,47,83,121
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Connecticut,58,19,41,74,104
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Delaware,16,4,11,21,31
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,District of Columbia,16,5,11,20,33
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Florida,500,165,367,621,877
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Georgia,231,79,175,298,417
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Hawaii,2,0,1,3,6
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Idaho,12,3,8,16,25
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Illinois,118,34,82,154,248
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Indiana,68,22,48,85,123
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Iowa,30,9,21,38,58
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Kansas,32,11,23,41,61
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Kentucky,158,59,116,203,283
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Louisiana,61,19,43,77,111
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Maine,5,1,3,6,11
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Maryland,72,22,50,94,133
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Massachusetts,80,25,57,99,145
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Michigan,73,26,55,96,132
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Minnesota,45,12,29,57,93
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Mississippi,28,8,19,36,52
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Missouri,77,19,49,97,171
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Montana,14,3,9,19,29
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,National,4718,2406,3914,5667,7412
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Nebraska,14,3,10,18,28
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Nevada,41,14,31,54,78
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,New Hampshire,12,3,7,15,25
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,New Jersey,185,64,138,235,327
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,New Mexico,27,7,17,35,57
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,New York,501,170,361,657,957
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,North Carolina,126,43,90,160,220
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,North Dakota,7,1,4,10,20
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Ohio,154,52,113,198,275
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Oklahoma,82,26,62,106,145
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Oregon,23,6,16,29,42
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Pennsylvania,182,71,135,233,321
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Puerto Rico,9,2,6,12,19
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Rhode Island,10,2,7,14,22
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,South Carolina,94,33,71,119,167
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,South Dakota,10,2,6,12,21
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Tennessee,79,27,59,102,148
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Texas,505,188,389,643,889
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Utah,34,9,21,46,80
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Vermont,4,0,3,6,10
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Virginia,105,37,81,134,187
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Washington,37,12,26,47,69
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,West Virginia,18,5,13,24,36
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Wisconsin,58,18,41,76,121
Karlen,2021-02-28,3 day ahead inc hosp,2021-03-03,Wyoming,5,1,3,7,11
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Alabama,75,22,49,107,184
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Alaska,1,0,0,3,10
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Arizona,73,16,46,107,190
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Arkansas,44,1,18,87,212
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,California,312,139,237,406,600
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Colorado,44,13,29,61,103
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Connecticut,54,1,22,112,279
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Delaware,8,1,4,13,25
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,District of Columbia,30,13,22,38,57
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Florida,439,213,346,556,787
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Georgia,274,114,208,350,508
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Hawaii,2,0,1,3,6
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Idaho,15,4,10,21,34
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Illinois,114,51,88,146,209
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Indiana,43,13,29,60,99
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Iowa,5,0,0,23,111
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Kansas,0,0,0,0,13
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Kentucky,139,42,93,197,325
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Louisiana,54,4,25,99,224
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Maine,7,2,4,9,13
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Maryland,73,33,55,94,140
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Massachusetts,58,22,42,77,121
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Michigan,84,38,65,106,154
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Minnesota,21,7,15,29,45
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Mississippi,21,2,11,36,77
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Missouri,38,10,25,55,95
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Montana,13,2,7,21,38
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,National,5198,3241,4443,6064,7843
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Nebraska,6,0,1,14,40
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Nevada,30,10,20,42,68
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,New Hampshire,7,3,6,10,14
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,New Jersey,200,93,155,256,367
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,New Mexico,16,4,11,23,39
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,New York,431,258,356,515,687
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,North Carolina,52,6,27,87,188
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,North Dakota,6,0,3,9,17
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Ohio,111,47,84,145,216
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Oklahoma,32,1,14,59,128
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Oregon,21,7,14,30,49
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Pennsylvania,178,85,140,223,318
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Puerto Rico,6,0,3,12,28
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Rhode Island,8,0,3,16,35
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,South Carolina,38,7,22,60,113
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,South Dakota,10,2,6,15,26
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Tennessee,57,13,36,84,152
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Utah,18,4,11,26,44
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Vermont,3,0,1,5,8
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Virgin Islands,0,0,0,1,1
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Virginia,93,27,63,130,211
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Washington,39,11,25,56,95
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,West Virginia,27,15,22,33,44
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Wisconsin,68,27,50,91,139
LANL,2021-03-01,2 day ahead inc hosp,2021-03-03,Wyoming,2,0,0,4,11
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Alabama,84,52,72,99,131
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Alaska,4,0,2,6,11
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Arizona,109,64,93,127,170
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Arkansas,46,21,37,57,82
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,California,510,331,397,615,982
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Colorado,58,17,42,78,121
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Connecticut,67,54,60,81,113
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Delaware,18,5,10,23,46
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Florida,527,262,379,639,884
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Georgia,276,129,216,351,504
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Hawaii,0,0,0,0,29
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Idaho,15,5,11,19,28
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Illinois,136,63,106,163,235
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Indiana,91,56,66,105,188
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Iowa,27,9,19,38,60
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Kansas,36,17,28,45,61
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Kentucky,174,72,150,199,251
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Louisiana,76,21,49,80,90
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Maine,9,0,5,15,32
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Maryland,101,39,68,140,205
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Massachusetts,104,27,62,114,149
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Michigan,110,65,70,128,227
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Minnesota,32,11,22,41,55
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Mississippi,49,13,39,59,79
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Missouri,76,26,61,94,129
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Montana,12,3,9,17,25
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,National,5301,2731,4138,6487,9420
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Nebraska,16,5,11,21,34
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Nevada,42,17,31,54,73
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,New Hampshire,11,2,6,17,30
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,New Jersey,193,116,165,220,288
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,New Mexico,17,5,14,24,30
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,New York,465,278,409,563,853
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,North Carolina,153,64,110,189,247
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,North Dakota,5,0,1,10,25
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Ohio,134,46,83,194,381
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Oklahoma,121,57,93,149,201
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Oregon,25,5,17,34,54
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Pennsylvania,160,118,145,193,318
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Rhode Island,13,4,9,17,24
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,South Carolina,92,57,81,106,130
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,South Dakota,7,1,5,11,17
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Tennessee,86,36,68,107,148
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Texas,719,376,562,895,1212
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Utah,35,11,25,45,64
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Vermont,5,0,2,9,17
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Virginia,132,92,113,167,208
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Washington,40,25,33,47,55
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,West Virginia,18,6,13,26,37
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Wisconsin,61,27,48,74,101
MOBS,2021-03-01,2 day ahead inc hosp,2021-03-03,Wyoming,4,0,2,8,12
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Alabama,11,10,10,12,13
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Alaska,3,2,2,3,3
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Arizona,74,68,71,76,80
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Arkansas,19,16,18,20,22
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,California,374,351,364,382,398
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Delaware,5,3,4,5,6
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Idaho,4,3,3,4,4
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Illinois,111,108,109,112,114
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Iowa,19,15,17,21,24
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Maine,6,5,5,7,8
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Maryland,75,69,72,77,81
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Michigan,58,54,56,59,62
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Mississippi,46,41,44,48,52
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Missouri,40,39,39,41,42
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Montana,3,2,2,3,3
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,New Hampshire,3,2,2,3,4
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,New Jersey,160,150,156,164,170
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,New Mexico,6,5,6,7,7
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,North Carolina,54,46,51,57,64
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,North Dakota,1,1,1,2,2
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Oregon,17,15,16,18,19
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Rhode Island,12,11,11,13,13
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,South Dakota,6,5,5,7,7
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Tennessee,74,71,72,75,76
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Vermont,1,0,0,2,2
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Virginia,116,104,112,121,129
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Washington,17,16,16,18,19
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,West Virginia,22,20,21,23,24
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Wisconsin,23,21,22,24,26
UCLA,2021-02-28,3 day ahead inc hosp,2021-03-03,Wyoming,0,0,0,1,1
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Alabama,80,78,78,82,83
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Alaska,4,3,3,4,4
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Arizona,100,96,98,104,108
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Arkansas,42,40,41,43,43
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,California,398,397,397,399,400
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Colorado,75,73,74,76,78
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Connecticut,51,50,50,52,53
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Delaware,17,16,16,17,17
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,District of Columbia,17,16,16,17,17
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Florida,575,567,569,586,593
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Georgia,222,216,218,228,236
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Hawaii,2,2,2,3,3
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Idaho,16,15,16,17,18
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Illinois,118,118,118,119,120
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Indiana,81,80,80,82,83
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Iowa,37,36,36,39,39
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Kansas,37,36,36,37,37
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Kentucky,170,168,169,171,171
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Louisiana,61,60,61,62,62
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Maine,5,4,4,5,5
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Maryland,72,71,72,73,73
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Massachusetts,87,86,87,88,88
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Michigan,72,71,72,74,74
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Minnesota,38,36,37,38,38
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Mississippi,30,28,29,31,32
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Missouri,63,63,63,64,64
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Montana,14,13,13,14,14
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,National,4948,4877,4899,5007,5074
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Nebraska,13,13,13,14,14
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Nevada,50,49,50,52,53
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,New Hampshire,11,11,11,12,12
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,New Jersey,209,207,208,212,214
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,New Mexico,26,25,25,26,26
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,New York,564,553,554,568,574
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,North Carolina,131,128,129,135,143
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,North Dakota,9,9,9,10,10
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Ohio,156,154,155,157,158
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Oklahoma,107,104,105,107,108
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Oregon,21,20,20,22,22
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Pennsylvania,202,199,200,203,203
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Puerto Rico,8,7,7,8,8
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Rhode Island,12,11,11,12,12
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,South Carolina,102,99,99,103,105
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,South Dakota,12,11,11,13,13
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Tennessee,93,92,92,94,95
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Texas,456,444,448,466,474
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Utah,29,28,28,29,29
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Vermont,4,4,4,5,5
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Virgin Islands,0,0,0,0,0
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Virginia,127,124,125,131,135
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Washington,33,32,32,34,35
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,West Virginia,21,21,21,22,22
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Wisconsin,61,61,61,62,63
USC,2021-02-28,3 day ahead inc hosp,2021-03-03,Wyoming,6,5,5,6,6
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Alabama,136,125,135,136,137
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Alaska,3,2,2,3,4
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Arizona,245,213,237,248,248
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Arkansas,83,75,81,83,83
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Colorado,64,58,63,64,64
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Connecticut,74,59,71,76,76
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Delaware,25,22,25,26,26
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,District of Columbia,25,22,24,26,26
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Florida,601,541,578,616,622
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Georgia,451,428,445,452,452
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Hawaii,4,2,3,5,5
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Idaho,21,20,20,22,22
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Illinois,230,199,222,231,231
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Indiana,135,116,129,135,135
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Iowa,32,27,30,33,33
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Kansas,41,36,39,42,42
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Kentucky,131,119,131,132,132
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Louisiana,107,88,103,108,108
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Maine,11,10,10,12,13
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Maryland,160,147,157,161,161
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Massachusetts,130,111,121,137,141
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Michigan,120,107,115,123,124
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Minnesota,42,40,41,42,42
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,Montana,10,9,9,10,11
Covid19Sim,2021-02-28,4 day ahead inc hosp,2021-03-04,National,7097,6396,6857,7288,7513
