model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
Google-HSPH,2021-02-07,4 day ahead inc hosp,2021-02-11,Wisconsin,20,13,16,24,28
Google-HSPH,2021-02-07,4 day ahead inc hosp,2021-02-11,Wyoming,1,0,0,2,2
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Alaska,5,2,3,7,10
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Arkansas,72,35,51,87,121
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,California,1335,1137,1269,1418,1496
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Colorado,83,42,66,95,134
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Connecticut,198,147,180,213,259
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Delaware,33,21,28,38,48
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,District of Columbia,24,16,19,26,37
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Florida,855,441,720,1020,1156
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Idaho,26,18,22,30,35
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Illinois,211,148,183,247,288
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Iowa,71,42,57,81,111
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Kansas,66,40,56,81,91
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Kentucky,281,102,234,318,439
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Louisiana,163,127,154,178,195
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Maine,17,5,13,20,26
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Massachusetts,213,149,194,233,266
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Michigan,137,95,118,150,190
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Minnesota,62,21,49,80,93
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Missouri,158,89,133,190,213
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Montana,25,8,20,31,39
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,National,9434,8011,8844,10047,11169
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Nebraska,28,10,20,34,49
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,New Hampshire,20,3,13,27,38
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,New Mexico,72,34,54,87,125
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,New York,809,665,736,881,963
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,North Carolina,309,198,249,348,537
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,North Dakota,10,4,7,12,17
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Ohio,289,205,240,332,406
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Oklahoma,217,125,180,250,301
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Oregon,49,17,36,61,71
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Pennsylvania,393,294,332,446,501
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Rhode Island,36,25,33,40,47
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,South Carolina,192,149,173,213,234
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,South Dakota,11,2,9,15,18
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Tennessee,189,116,165,215,265
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Texas,1280,1014,1199,1360,1469
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Utah,79,42,67,92,107
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Vermont,9,3,6,11,15
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Virginia,163,95,143,188,228
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Washington,76,46,66,86,97
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,West Virginia,53,33,48,59,70
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Wisconsin,140,79,119,170,193
GT-DeepCOVID,2021-02-08,3 day ahead inc hosp,2021-02-11,Wyoming,10,0,5,13,19
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Alabama,241,186,224,260,286
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Alaska,1,0,1,2,2
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Arizona,226,150,198,250,308
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Arkansas,94,66,85,102,119
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,California,1159,828,1028,1284,1493
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Colorado,27,17,23,31,38
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Delaware,11,7,9,13,18
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,District of Columbia,18,13,16,19,23
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Georgia,353,252,314,392,446
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Hawaii,4,2,3,5,7
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Idaho,11,9,10,12,13
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Illinois,154,106,139,169,198
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Iowa,38,27,34,43,50
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Kansas,46,31,41,52,64
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Louisiana,86,65,79,93,104
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Maine,9,5,7,11,14
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Massachusetts,71,38,58,83,109
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Michigan,73,51,65,80,95
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Minnesota,18,13,16,20,24
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Mississippi,61,45,55,67,75
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Missouri,52,40,48,56,63
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Montana,28,19,25,31,38
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,National,6491,5708,6149,6848,7303
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Nebraska,18,12,15,20,23
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Nevada,86,63,79,93,105
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,New Hampshire,8,4,6,10,15
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,New Jersey,171,108,146,192,254
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,New Mexico,58,44,53,62,71
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,New York,595,379,524,664,820
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,North Carolina,167,121,151,184,210
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,North Dakota,3,1,2,3,4
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Ohio,75,52,67,82,98
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Oklahoma,79,61,73,85,94
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Oregon,27,19,24,31,38
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Pennsylvania,224,160,200,246,299
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Rhode Island,13,7,10,16,21
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,South Carolina,107,82,98,117,130
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Tennessee,224,138,196,248,326
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Texas,850,635,783,924,1035
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Utah,51,39,47,55,61
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Vermont,2,0,1,3,5
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Virginia,102,72,93,112,126
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Washington,39,29,35,42,49
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,West Virginia,30,22,27,32,37
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Wisconsin,70,49,64,77,87
IHME,2021-02-05,6 day ahead inc hosp,2021-02-11,Wyoming,11,4,7,13,21
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Alabama,124,74,100,140,203
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Alaska,9,2,4,11,30
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Arizona,240,61,116,310,730
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Arkansas,84,53,71,96,127
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,California,949,464,695,1073,2132
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Colorado,92,39,62,113,198
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Connecticut,88,23,55,111,222
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Delaware,24,2,9,33,78
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,District of Columbia,10,0,1,14,47
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Florida,641,357,515,726,1087
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Georgia,258,168,219,289,370
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Hawaii,18,0,4,23,83
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Idaho,29,10,17,37,71
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Illinois,240,99,155,287,488
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Indiana,131,71,101,149,251
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Iowa,62,36,48,69,122
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Kansas,65,33,47,76,134
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Louisiana,99,58,80,115,153
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Maryland,113,46,81,142,208
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Massachusetts,130,39,76,161,301
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Michigan,182,81,132,216,363
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Minnesota,83,37,58,99,177
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Mississippi,65,43,55,74,96
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Missouri,113,60,84,131,219
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Montana,19,7,12,23,46
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,National,7874,6849,7419,8241,9283
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Nebraska,36,16,23,45,80
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Nevada,50,7,19,64,173
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,New Hampshire,37,9,22,45,86
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,New Jersey,208,101,160,247,370
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,New Mexico,38,11,22,45,98
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,New York,590,332,472,686,967
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,North Carolina,287,191,249,324,403
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,North Dakota,9,2,4,11,28
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Ohio,258,147,198,294,510
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Oklahoma,116,54,81,142,225
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Oregon,61,24,39,72,156
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Pennsylvania,340,207,273,390,562
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Puerto Rico,52,0,7,62,261
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Rhode Island,31,4,15,35,108
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,South Carolina,168,91,136,197,249
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,South Dakota,13,5,8,16,30
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Tennessee,140,80,111,160,253
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Texas,838,528,691,961,1292
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Utah,47,7,21,62,160
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Vermont,12,4,7,16,30
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Virgin Islands,2,0,0,3,8
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Virginia,220,147,188,245,326
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Washington,116,48,78,140,260
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,West Virginia,52,31,43,59,81
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Wisconsin,103,49,73,121,206
JHU-IDD,2021-02-07,4 day ahead inc hosp,2021-02-11,Wyoming,9,3,5,11,21
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Alabama,253,151,204,328,500
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Alaska,4,2,3,6,9
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Arizona,307,195,253,401,619
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Arkansas,77,49,63,99,154
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,California,1147,664,906,1510,2319
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Colorado,68,47,59,80,102
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Connecticut,84,53,69,109,166
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Delaware,29,16,22,38,57
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,District of Columbia,26,15,21,35,53
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Florida,707,416,566,920,1411
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Georgia,512,301,410,667,1023
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Hawaii,8,5,6,9,12
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Idaho,16,9,12,21,33
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Illinois,185,125,158,223,337
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Indiana,96,63,81,123,190
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Iowa,39,26,33,46,69
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Kansas,46,31,39,55,83
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Kentucky,148,95,123,191,293
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Louisiana,150,93,123,197,304
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Maine,16,9,12,21,31
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Maryland,126,78,103,164,252
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Massachusetts,132,90,113,161,245
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Michigan,144,100,125,169,241
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Minnesota,46,31,40,54,70
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Mississippi,84,55,70,106,162
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Missouri,129,75,102,171,264
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Montana,19,13,16,23,34
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,National,9233,5771,7596,11951,18335
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Nebraska,25,15,20,33,51
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Nevada,102,57,80,138,213
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,New Hampshire,19,13,16,23,34
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,New Jersey,283,183,237,363,557
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,New Mexico,45,30,38,56,86
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,New York,894,531,718,1167,1792
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,North Carolina,299,183,243,391,598
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,North Dakota,6,3,4,8,13
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Ohio,254,156,206,333,514
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Oklahoma,137,84,111,180,279
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Oregon,31,20,26,39,59
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Pennsylvania,398,255,332,514,797
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Puerto Rico,26,15,20,34,51
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Rhode Island,29,17,22,39,60
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,South Carolina,167,104,137,217,331
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,South Dakota,9,5,7,12,19
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Tennessee,133,77,106,174,266
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Texas,1327,820,1082,1744,2702
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Utah,26,16,21,35,54
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Vermont,7,4,5,9,13
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Virgin Islands,0,0,0,1,1
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Virginia,233,142,189,301,456
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Washington,73,48,62,91,138
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,West Virginia,63,33,49,83,144
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Wisconsin,73,50,63,86,126
JHU-APL,2021-02-08,3 day ahead inc hosp,2021-02-11,Wyoming,5,3,4,7,9
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Alabama,182,119,160,205,246
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Alaska,1,0,0,5,11
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Arizona,233,151,204,262,315
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Arkansas,92,56,79,105,128
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,California,888,602,789,987,1174
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Colorado,70,18,51,88,122
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Connecticut,117,78,103,131,155
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Delaware,15,0,9,22,34
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,District of Columbia,31,17,26,37,45
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Florida,763,603,707,818,922
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Georgia,509,103,369,649,915
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Hawaii,3,0,0,11,25
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Idaho,23,7,17,29,40
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Illinois,194,28,136,251,360
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Indiana,166,55,127,204,277
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Iowa,60,6,41,79,114
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Kansas,53,15,40,66,91
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Kentucky,301,88,227,374,513
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Louisiana,107,43,85,130,171
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Maine,9,0,6,13,18
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Maryland,171,125,155,187,217
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Massachusetts,176,115,155,197,237
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Michigan,120,26,87,152,214
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Minnesota,53,8,37,69,99
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Mississippi,49,9,35,64,90
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Missouri,115,45,90,139,184
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Montana,20,0,10,30,47
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,National,8964,7495,8458,9470,10433
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Nebraska,29,0,17,40,61
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Nevada,80,38,65,95,122
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,New Hampshire,15,0,9,21,33
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,New Jersey,329,256,303,354,401
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,New Mexico,46,13,34,57,79
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,New York,871,714,817,926,1029
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,North Carolina,198,128,173,222,268
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,North Dakota,8,0,1,14,26
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Ohio,227,120,190,265,335
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Oklahoma,200,120,172,228,280
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Oregon,39,20,32,46,58
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Pennsylvania,317,220,283,350,414
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Puerto Rico,18,0,0,39,77
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Rhode Island,16,3,11,21,29
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,South Carolina,153,107,137,170,200
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,South Dakota,7,0,0,15,27
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Tennessee,100,32,76,124,168
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Texas,1060,836,983,1138,1284
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Utah,54,32,46,62,76
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Vermont,7,3,5,9,12
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Virgin Islands,0,0,0,1,2
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Virginia,224,183,210,239,266
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Washington,60,34,50,69,86
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,West Virginia,38,15,30,47,62
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Wisconsin,83,0,52,114,171
Gecko,2021-02-08,3 day ahead inc hosp,2021-02-11,Wyoming,4,0,0,9,18
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Alabama,198,39,107,313,689
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Alaska,3,0,1,4,10
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Arizona,239,80,163,309,543
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Arkansas,92,29,64,120,179
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,California,696,205,444,1124,2566
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Colorado,72,18,47,96,171
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Connecticut,106,34,78,133,190
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Delaware,25,6,16,35,65
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,District of Columbia,23,7,16,31,52
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Florida,683,210,449,875,1475
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Georgia,387,131,273,505,742
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Hawaii,5,0,3,8,18
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Idaho,14,3,9,19,30
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Illinois,203,63,142,272,431
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Indiana,118,37,84,159,262
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Iowa,39,13,28,51,80
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Kansas,55,13,34,76,140
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Kentucky,262,82,198,349,552
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Louisiana,115,36,82,147,220
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Maine,8,1,5,11,19
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Maryland,151,48,109,196,291
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Massachusetts,133,40,87,173,317
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Michigan,117,32,79,156,262
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Minnesota,37,3,15,67,189
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Mississippi,54,15,37,73,129
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Missouri,126,33,78,169,302
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Montana,19,5,12,25,41
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,National,7979,6062,7462,9285,11685
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Nebraska,23,4,13,36,75
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Nevada,66,19,43,89,158
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,New Hampshire,15,3,9,21,40
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,New Jersey,258,88,193,326,456
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,New Mexico,60,11,34,87,182
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,New York,594,215,436,746,1081
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,North Carolina,264,69,181,337,549
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,North Dakota,5,0,3,8,18
Karlen,2021-02-07,4 day ahead inc hosp,2021-02-11,Ohio,253,84,180,322,503
