location_name,location_id,date,beds_total,occupancy_total,occupancy_covid
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-08,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-09,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-11,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-16,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-18,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-22,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-26,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-30,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-07-31,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-01,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-04,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-08,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-09,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-11,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-16,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-18,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-22,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-26,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-30,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-08-31,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-01,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-04,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-08,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-09,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-11,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-16,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-18,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-22,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-26,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-09-30,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-01,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-04,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-08,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-09,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-11,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-16,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-18,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-22,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-26,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-30,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-10-31,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-01,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-04,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-06,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-08,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-09,9.0,7.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-11,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-13,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-16,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-17,9.0,6.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-18,9.0,6.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-20,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-22,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-23,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-24,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-26,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-27,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-11-30,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-01,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-02,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-03,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-04,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-07,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-08,9.0,2.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-09,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-10,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-11,9.0,2.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-14,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-16,9.0,1.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-17,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-18,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-21,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-22,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-23,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-26,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-30,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2020-12-31,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-01,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-04,9.0,5.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-05,9.0,5.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-06,9.0,6.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-07,9.0,6.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-08,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-09,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-11,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-12,9.0,6.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-16,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-18,9.0,4.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-19,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-20,9.0,6.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-21,9.0,3.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-22,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-25,9.0,2.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-26,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-29,9.0,2.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-30,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-01-31,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-01,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-02,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-03,9.0,6.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-04,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-08,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-09,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-10,9.0,2.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-11,9.0,1.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-12,9.0,1.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-16,9.0,2.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-18,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-19,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-22,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-25,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-26,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-02-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-01,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-04,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-08,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-09,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-10,9.0,4.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-11,9.0,3.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-12,9.0,2.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-13,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-15,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-16,9.0,5.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-17,9.0,6.0,0.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-18,9.0,7.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-19,9.0,7.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-21,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-22,9.0,6.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-23,9.0,4.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-25,9.0,3.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-26,9.0,2.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-27,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-28,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-29,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-30,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-03-31,9.0,5.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-01,9.0,4.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-02,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-03,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-04,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-05,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-06,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-07,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-08,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-09,9.0,5.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-10,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-11,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-12,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-13,9.0,3.0,1.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-14,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-15,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-16,9.0,3.0,2.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-17,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-18,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-19,9.0,6.0,2.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-20,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-21,9.0,5.0,2.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-21,9.0,5.0,2.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-22,9.0,4.0,2.0
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-23,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-24,,,
"Haliburton, Kawartha, Pine Ridge District Health Unit",3535,2021-04-25,,,
Halton Region Health Department,3536,2020-03-24,,,
Halton Region Health Department,3536,2020-03-25,,,
Halton Region Health Department,3536,2020-03-26,,,
Halton Region Health Department,3536,2020-03-27,,,
Halton Region Health Department,3536,2020-03-28,,,
Halton Region Health Department,3536,2020-03-29,,,
Halton Region Health Department,3536,2020-03-30,,,
Halton Region Health Department,3536,2020-03-31,,,
Halton Region Health Department,3536,2020-04-01,,,
Halton Region Health Department,3536,2020-04-02,,,
Halton Region Health Department,3536,2020-04-03,,,
Halton Region Health Department,3536,2020-04-04,,,
Halton Region Health Department,3536,2020-04-05,,,
Halton Region Health Department,3536,2020-04-06,,,
Halton Region Health Department,3536,2020-04-07,,,
Halton Region Health Department,3536,2020-04-08,,,
Halton Region Health Department,3536,2020-04-09,,,
Halton Region Health Department,3536,2020-04-10,,,
Halton Region Health Department,3536,2020-04-11,,,
Halton Region Health Department,3536,2020-04-12,,,
Halton Region Health Department,3536,2020-04-13,,,
Halton Region Health Department,3536,2020-04-14,,,
Halton Region Health Department,3536,2020-04-15,,,
Halton Region Health Department,3536,2020-04-16,,,
Halton Region Health Department,3536,2020-04-17,,,
Halton Region Health Department,3536,2020-04-18,,,
Halton Region Health Department,3536,2020-04-19,,,
Halton Region Health Department,3536,2020-04-20,,,
Halton Region Health Department,3536,2020-04-21,,,
Halton Region Health Department,3536,2020-04-22,,,
Halton Region Health Department,3536,2020-04-23,,,
Halton Region Health Department,3536,2020-04-24,,,
Halton Region Health Department,3536,2020-04-25,,,
Halton Region Health Department,3536,2020-04-26,,,
Halton Region Health Department,3536,2020-04-27,,,
Halton Region Health Department,3536,2020-04-28,,,
Halton Region Health Department,3536,2020-04-29,,,
Halton Region Health Department,3536,2020-04-30,,,
Halton Region Health Department,3536,2020-05-01,,,
Halton Region Health Department,3536,2020-05-02,,,
Halton Region Health Department,3536,2020-05-03,,,
Halton Region Health Department,3536,2020-05-04,,,
Halton Region Health Department,3536,2020-05-05,,,
Halton Region Health Department,3536,2020-05-06,,,
Halton Region Health Department,3536,2020-05-07,,,
Halton Region Health Department,3536,2020-05-08,,,
Halton Region Health Department,3536,2020-05-09,,,
Halton Region Health Department,3536,2020-05-10,,,
Halton Region Health Department,3536,2020-05-11,,,
Halton Region Health Department,3536,2020-05-12,,,
Halton Region Health Department,3536,2020-05-13,,,
Halton Region Health Department,3536,2020-05-14,,,
Halton Region Health Department,3536,2020-05-15,,,
Halton Region Health Department,3536,2020-05-16,,,
Halton Region Health Department,3536,2020-05-17,,,
Halton Region Health Department,3536,2020-05-18,,,
Halton Region Health Department,3536,2020-05-19,,,
Halton Region Health Department,3536,2020-05-20,,,
Halton Region Health Department,3536,2020-05-21,,,
Halton Region Health Department,3536,2020-05-22,,,
Halton Region Health Department,3536,2020-05-23,,,
Halton Region Health Department,3536,2020-05-24,,,
Halton Region Health Department,3536,2020-05-25,,,
